language,date,value
C#,2013-08-04,6.117
C#,2013-09-11,5.564
C#,2013-10-10,5.718
C#,2013-11-09,6.024
C#,2013-12-06,5.62
C#,2014-01-01,5.85
C#,2014-02-08,6.45
C#,2014-03-03,5.572
C#,2014-04-10,4.82
C#,2014-05-07,3.745
C#,2014-06-08,3.944
C#,2014-07-06,4.051
C#,2014-08-11,3.409
C#,2014-09-01,4.352
C#,2014-10-03,4.748
C#,2014-11-08,4.985
C#,2014-12-07,4.328
C#,2015-01-06,5.045
C#,2015-02-05,5.738
C#,2015-03-07,4.923
C#,2015-04-13,4.947
C#,2015-05-13,5.264
C#,2015-06-06,5.056
C#,2015-07-12,5.652
C#,2015-08-06,4.837
C#,2015-09-05,4.909
C#,2015-10-04,4.825
C#,2015-11-07,4.318
C#,2015-12-04,4.114
C#,2016-01-02,4.707
C#,2016-02-02,4.4
C#,2016-03-03,4.271
C#,2016-04-07,3.796
C#,2016-05-06,4.481
C#,2016-06-05,3.786
C#,2016-07-04,3.92
C#,2016-08-06,4.907
C#,2016-09-08,5.493
C#,2016-10-07,4.367
C#,2016-11-05,3.659
C#,2016-12-04,3.171
C#,2017-01-07,4.039
C#,2017-02-08,4.902
C#,2017-03-07,4.409
C#,2017-04-09,3.579
C#,2017-05-06,3.457
C#,2017-06-03,3.53
C#,2017-07-07,3.518
C#,2017-08-02,4.195
C#,2017-09-06,4.779
C#,2017-10-05,3.858
C#,2017-11-12,3.012
C#,2017-12-09,2.822
C#,2018-01-03,3.754
C#,2018-02-08,4.453
C#,2018-03-07,5.067
C#,2018-04-01,5.265
C#,2018-05-06,4.402
C#,2018-06-10,4.314
C#,2018-07-07,3.795
C#,2018-08-01,3.541
C#,2018-09-03,3.295
C#,2018-10-05,3.485
C#,2018-11-08,3.952
C#,2018-12-02,3.455
C#,2019-01-04,3.284
C#,2019-02-06,2.846
C#,2019-03-02,3.267
C#,2019-04-07,3.515
C#,2019-05-04,3.984
C#,2019-06-09,4.483
C#,2019-07-06,4.365
C#,2019-08-05,3.842
C#,2019-09-09,3.399
C#,2019-10-05,3.86
C#,2019-11-03,4.316
Visual Basic .NET,2010-09-11,0.328
Visual Basic .NET,2010-10-02,0.325
Visual Basic .NET,2010-11-03,0.323
Visual Basic .NET,2010-12-07,0.259
Visual Basic .NET,2011-01-02,0.263
Visual Basic .NET,2011-02-08,0.588
Visual Basic .NET,2011-03-08,0.563
Visual Basic .NET,2011-04-03,0.342
Visual Basic .NET,2011-05-02,0.479
Visual Basic .NET,2011-06-05,0.434
Visual Basic .NET,2011-06-27,0.434
Visual Basic .NET,2011-07-08,0.484
Visual Basic .NET,2011-08-03,0.464
Visual Basic .NET,2011-09-10,0.309
Visual Basic .NET,2011-10-09,0.481
Visual Basic .NET,2011-11-07,0.533
Visual Basic .NET,2011-12-04,0.364
Visual Basic .NET,2012-01-08,0.479
Visual Basic .NET,2012-02-05,0.796
Visual Basic .NET,2012-03-11,0.784
Visual Basic .NET,2012-04-08,0.978
Visual Basic .NET,2012-05-09,1.274
Visual Basic .NET,2012-06-10,1.216
Visual Basic .NET,2012-07-04,0.917
Visual Basic .NET,2012-08-10,0.877
Visual Basic .NET,2012-09-02,0.84
Visual Basic .NET,2012-10-05,0.599
Visual Basic .NET,2012-11-04,0.769
Visual Basic .NET,2012-12-02,0.889
Visual Basic .NET,2013-01-05,1.043
Visual Basic .NET,2013-02-08,1.007
Visual Basic .NET,2013-03-11,0.888
Visual Basic .NET,2013-04-07,1.095
Visual Basic .NET,2013-05-08,1.131
Visual Basic .NET,2013-06-09,1.067
Visual Basic .NET,2013-07-07,1.254
Visual Basic .NET,2013-07-12,1.254
Visual Basic .NET,2013-08-04,1.32
Visual Basic .NET,2013-09-11,1.844
Visual Basic .NET,2013-10-10,1.933
Visual Basic .NET,2013-11-09,1.969
Visual Basic .NET,2013-12-06,1.688
Visual Basic .NET,2014-01-01,1.557
Visual Basic .NET,2014-02-08,1.798
Visual Basic .NET,2014-03-03,1.862
Visual Basic .NET,2014-04-10,1.748
Visual Basic .NET,2014-05-07,1.264
Visual Basic .NET,2014-06-08,1.914
Visual Basic .NET,2014-07-06,1.495
Visual Basic .NET,2014-08-11,1.31
Visual Basic .NET,2014-09-01,1.532
Visual Basic .NET,2014-10-03,1.751
Visual Basic .NET,2014-11-08,2.061
Visual Basic .NET,2014-12-07,2.235
Visual Basic .NET,2015-01-06,1.074
Visual Basic .NET,2015-02-05,2.026
Visual Basic .NET,2015-03-07,2.326
Visual Basic .NET,2015-04-13,2.126
Visual Basic .NET,2015-05-13,2.968
Visual Basic .NET,2015-06-06,3.168
Visual Basic .NET,2015-07-12,2.423
Visual Basic .NET,2015-08-06,2.708
Visual Basic .NET,2015-09-05,2.062
Visual Basic .NET,2015-10-04,2.462
Visual Basic .NET,2015-11-07,2.223
Visual Basic .NET,2015-12-04,2.39
Visual Basic .NET,2016-01-02,2.582
Visual Basic .NET,2016-02-02,2.454
Visual Basic .NET,2016-03-03,2.561
Visual Basic .NET,2016-04-07,2.273
Visual Basic .NET,2016-05-06,2.325
Visual Basic .NET,2016-06-05,2.353
Visual Basic .NET,2016-07-04,2.517
Visual Basic .NET,2016-08-06,2.518
Visual Basic .NET,2016-09-08,2.343
Visual Basic .NET,2016-10-07,2.66
Visual Basic .NET,2016-11-05,3.167
Visual Basic .NET,2016-12-04,3.302
Visual Basic .NET,2017-01-07,2.96
Visual Basic .NET,2017-02-08,2.824
Visual Basic .NET,2017-03-07,3.174
Visual Basic .NET,2017-04-09,3.251
Visual Basic .NET,2017-05-06,3.391
Visual Basic .NET,2017-06-03,3.111
Visual Basic .NET,2017-07-07,3.05
Visual Basic .NET,2017-08-02,2.569
Visual Basic .NET,2017-09-06,1.982
Visual Basic .NET,2017-10-05,2.735
Visual Basic .NET,2017-11-12,2.909
Visual Basic .NET,2017-12-09,2.471
Visual Basic .NET,2018-01-03,3.261
Visual Basic .NET,2018-02-08,4.072
Visual Basic .NET,2018-03-07,4.085
Visual Basic .NET,2018-04-01,4.947
Visual Basic .NET,2018-05-06,4.124
Visual Basic .NET,2018-06-10,3.762
Visual Basic .NET,2018-07-07,4.247
Visual Basic .NET,2018-08-01,4.762
Visual Basic .NET,2018-09-03,5.308
Visual Basic .NET,2018-10-05,5.884
Visual Basic .NET,2018-11-08,6.49
Visual Basic .NET,2018-12-02,7.127
Visual Basic .NET,2019-01-04,6.459
Visual Basic .NET,2019-02-06,7.095
Visual Basic .NET,2019-03-02,6.429
Visual Basic .NET,2019-04-07,5.795
Visual Basic .NET,2019-05-04,5.193
Visual Basic .NET,2019-06-09,4.624
Visual Basic .NET,2019-07-06,4.208
Visual Basic .NET,2019-08-05,3.695
Visual Basic .NET,2019-09-09,3.291
Visual Basic .NET,2019-10-05,3.745
Visual Basic .NET,2019-11-03,4.229
JavaScript,2001-06-30,1.547
JavaScript,2001-07-30,1.723
JavaScript,2001-08-30,1.66
JavaScript,2001-09-28,1.629
JavaScript,2001-10-26,1.511
JavaScript,2001-11-28,1.466
JavaScript,2001-12-31,1.456
JavaScript,2002-01-30,2.725
JavaScript,2002-02-27,1.476
JavaScript,2002-03-29,1.468
JavaScript,2002-04-29,1.366
JavaScript,2002-05-29,1.363
JavaScript,2002-06-29,1.433
JavaScript,2002-07-31,1.154
JavaScript,2002-08-29,2.022
JavaScript,2002-09-29,1.908
JavaScript,2002-10-30,1.978
JavaScript,2002-11-29,2.486
JavaScript,2002-12-31,2.423
JavaScript,2003-01-31,2.915
JavaScript,2003-02-28,2.806
JavaScript,2003-03-31,2.626
JavaScript,2003-04-30,3.256
JavaScript,2003-05-30,1.715
JavaScript,2003-06-30,1.686
JavaScript,2003-07-31,1.791
JavaScript,2003-08-31,1.897
JavaScript,2003-09-30,1.656
JavaScript,2003-10-31,1.918
JavaScript,2003-11-30,1.738
JavaScript,2003-12-31,1.745
JavaScript,2004-01-31,2.138
JavaScript,2004-02-29,2.063
JavaScript,2004-03-31,1.783
JavaScript,2004-04-30,1.778
JavaScript,2004-05-30,1.45
JavaScript,2004-06-30,1.61
JavaScript,2004-07-31,1.681
JavaScript,2004-08-30,1.51
JavaScript,2004-09-30,1.267
JavaScript,2004-10-31,1.195
JavaScript,2004-11-30,1.595
JavaScript,2004-12-31,1.703
JavaScript,2005-01-31,1.779
JavaScript,2005-02-28,1.65
JavaScript,2005-03-31,1.642
JavaScript,2005-04-30,1.443
JavaScript,2005-05-31,1.387
JavaScript,2005-06-30,1.779
JavaScript,2005-07-31,1.921
JavaScript,2005-08-31,1.768
JavaScript,2005-09-30,2.036
JavaScript,2005-12-03,1.838
JavaScript,2006-01-04,1.538
JavaScript,2006-02-02,1.512
JavaScript,2006-03-01,1.733
JavaScript,2006-04-02,1.567
JavaScript,2006-05-01,2.191
JavaScript,2006-06-01,1.456
JavaScript,2006-07-02,2.108
JavaScript,2006-08-02,2.019
JavaScript,2006-09-02,2.442
JavaScript,2006-10-01,2.202
JavaScript,2006-11-02,2.31
JavaScript,2006-12-01,2.562
JavaScript,2007-01-02,2.845
JavaScript,2007-02-03,2.982
JavaScript,2007-03-03,3.485
JavaScript,2007-04-01,3.137
JavaScript,2007-05-05,3.072
JavaScript,2007-06-02,2.616
JavaScript,2007-07-02,2.515
JavaScript,2007-08-05,2.575
JavaScript,2007-09-02,2.722
JavaScript,2007-10-04,2.685
JavaScript,2007-11-04,2.928
JavaScript,2007-12-03,2.733
JavaScript,2008-01-03,3.203
JavaScript,2008-02-07,2.334
JavaScript,2008-06-01,2.927
JavaScript,2008-07-02,2.757
JavaScript,2008-08-03,2.892
JavaScript,2008-09-03,3.13
JavaScript,2008-10-06,2.67
JavaScript,2008-11-02,2.925
JavaScript,2008-12-03,2.972
JavaScript,2009-01-02,3.36
JavaScript,2009-02-01,3.54
JavaScript,2009-03-05,3.607
JavaScript,2009-04-07,3.678
JavaScript,2009-05-01,3.548
JavaScript,2009-06-04,4.021
JavaScript,2009-07-02,3.513
JavaScript,2009-08-01,2.812
JavaScript,2009-09-05,2.995
JavaScript,2009-10-02,3.025
JavaScript,2009-11-02,2.916
JavaScript,2009-12-02,3.515
JavaScript,2010-01-05,2.707
JavaScript,2010-02-07,2.636
JavaScript,2010-03-07,2.651
JavaScript,2010-04-05,2.469
JavaScript,2010-05-15,2.084
JavaScript,2010-07-06,2.432
JavaScript,2010-07-30,2.401
JavaScript,2010-09-11,1.665
JavaScript,2010-10-02,1.659
JavaScript,2010-11-03,1.664
JavaScript,2010-12-07,1.509
JavaScript,2011-01-02,1.589
JavaScript,2011-02-08,2.558
JavaScript,2011-03-08,1.866
JavaScript,2011-04-03,1.513
JavaScript,2011-05-02,1.394
JavaScript,2011-06-05,1.501
JavaScript,2011-06-27,1.501
JavaScript,2011-07-08,2.242
JavaScript,2011-08-03,1.557
JavaScript,2011-09-10,1.469
JavaScript,2011-10-09,2.191
JavaScript,2011-11-07,2.565
JavaScript,2011-12-04,2.199
JavaScript,2012-01-08,2.316
JavaScript,2012-02-05,2.465
JavaScript,2012-03-11,3.386
JavaScript,2012-04-08,2.879
JavaScript,2012-05-09,2.135
JavaScript,2012-06-10,1.474
JavaScript,2012-07-04,1.454
JavaScript,2012-08-10,1.365
JavaScript,2012-09-02,1.328
JavaScript,2012-10-05,1.261
JavaScript,2012-11-04,1.278
JavaScript,2012-12-02,1.321
JavaScript,2013-01-05,1.976
JavaScript,2013-02-08,1.423
JavaScript,2013-03-11,1.37
JavaScript,2013-04-07,1.509
JavaScript,2013-05-08,1.536
JavaScript,2013-06-09,1.654
JavaScript,2013-07-07,1.844
JavaScript,2013-07-12,1.844
JavaScript,2013-08-04,2.093
JavaScript,2013-09-11,2.015
JavaScript,2013-10-10,2.038
JavaScript,2013-11-09,2.05
JavaScript,2013-12-06,1.852
JavaScript,2014-01-01,1.576
JavaScript,2014-02-08,1.929
JavaScript,2014-03-03,1.899
JavaScript,2014-04-10,1.75
JavaScript,2014-05-07,1.788
JavaScript,2014-06-08,2.0
JavaScript,2014-07-06,1.806
JavaScript,2014-08-11,2.172
JavaScript,2014-09-01,2.448
JavaScript,2014-10-03,1.771
JavaScript,2014-11-08,2.088
JavaScript,2014-12-07,2.433
JavaScript,2015-01-06,3.274
JavaScript,2015-02-05,3.514
JavaScript,2015-03-07,3.629
JavaScript,2015-04-13,3.297
JavaScript,2015-05-13,3.127
JavaScript,2015-06-06,2.295
JavaScript,2015-07-12,2.194
JavaScript,2015-08-06,2.162
JavaScript,2015-09-05,2.342
JavaScript,2015-10-04,2.292
JavaScript,2015-11-07,2.473
JavaScript,2015-12-04,2.363
JavaScript,2016-01-02,2.565
JavaScript,2016-02-02,2.201
JavaScript,2016-03-03,2.333
JavaScript,2016-04-07,2.566
JavaScript,2016-05-06,2.34
JavaScript,2016-06-05,2.583
JavaScript,2016-07-04,2.643
JavaScript,2016-08-06,2.705
JavaScript,2016-09-08,2.929
JavaScript,2016-10-07,2.751
JavaScript,2016-11-05,2.705
JavaScript,2016-12-04,2.862
JavaScript,2017-01-07,2.85
JavaScript,2017-02-08,2.872
JavaScript,2017-03-07,2.667
JavaScript,2017-04-09,2.851
JavaScript,2017-05-06,3.071
JavaScript,2017-06-03,3.025
JavaScript,2017-07-07,2.606
JavaScript,2017-08-02,2.098
JavaScript,2017-09-06,2.017
JavaScript,2017-10-05,3.01
JavaScript,2017-11-12,2.972
JavaScript,2017-12-09,2.474
JavaScript,2018-01-03,3.465
JavaScript,2018-02-08,3.165
JavaScript,2018-03-07,3.916
JavaScript,2018-04-01,3.492
JavaScript,2018-05-06,2.923
JavaScript,2018-06-10,2.495
JavaScript,2018-07-07,2.831
JavaScript,2018-08-01,2.411
JavaScript,2018-09-03,2.131
JavaScript,2018-10-05,2.28
JavaScript,2018-11-08,2.655
JavaScript,2018-12-02,3.063
JavaScript,2019-01-04,3.302
JavaScript,2019-02-06,2.848
JavaScript,2019-03-02,2.426
JavaScript,2019-04-07,2.507
JavaScript,2019-05-04,2.69
JavaScript,2019-06-09,2.716
JavaScript,2019-07-06,2.304
JavaScript,2019-08-05,2.258
JavaScript,2019-09-09,2.128
JavaScript,2019-10-05,2.076
JavaScript,2019-11-03,1.929
PHP,2001-06-30,1.897
PHP,2001-07-30,1.378
PHP,2001-08-30,1.553
PHP,2001-09-28,1.552
PHP,2001-10-26,1.778
PHP,2001-11-28,4.874
PHP,2001-12-31,7.274
PHP,2002-01-30,8.274
PHP,2002-02-27,7.442
PHP,2002-03-29,7.029
PHP,2002-04-29,5.049
PHP,2002-05-29,5.215
PHP,2002-06-29,5.178
PHP,2002-07-31,6.498
PHP,2002-08-29,5.349
PHP,2002-09-29,4.96
PHP,2002-10-30,5.275
PHP,2002-11-29,7.298
PHP,2002-12-31,7.611
PHP,2003-01-31,4.493
PHP,2003-02-28,4.009
PHP,2003-03-31,4.606
PHP,2003-04-30,4.533
PHP,2003-05-30,4.783
PHP,2003-06-30,3.833
PHP,2003-07-31,4.679
PHP,2003-08-31,5.436
PHP,2003-09-30,5.795
PHP,2003-10-31,3.57
PHP,2003-11-30,5.736
PHP,2003-12-31,6.311
PHP,2004-01-31,7.257
PHP,2004-02-29,7.631
PHP,2004-03-31,9.761
PHP,2004-04-30,7.171
PHP,2004-05-30,8.71
PHP,2004-06-30,10.323
PHP,2004-07-31,10.427
PHP,2004-08-30,8.231
PHP,2004-09-30,7.421
PHP,2004-10-31,7.586
PHP,2004-11-30,11.448
PHP,2004-12-31,9.482
PHP,2005-01-31,10.278
PHP,2005-02-28,9.41
PHP,2005-03-31,8.724
PHP,2005-04-30,9.201
PHP,2005-05-31,7.974
PHP,2005-06-30,9.172
PHP,2005-07-31,7.873
PHP,2005-08-31,8.895
PHP,2005-09-30,9.671
PHP,2005-12-03,9.629
PHP,2006-01-04,9.402
PHP,2006-02-02,8.916
PHP,2006-03-01,9.948
PHP,2006-04-02,10.88
PHP,2006-05-01,10.22
PHP,2006-06-01,9.593
PHP,2006-07-02,10.35
PHP,2006-08-02,9.639
PHP,2006-09-02,9.128
PHP,2006-10-01,9.862
PHP,2006-11-02,9.209
PHP,2006-12-01,8.537
PHP,2007-01-02,7.943
PHP,2007-02-03,8.847
PHP,2007-03-03,9.458
PHP,2007-04-01,8.639
PHP,2007-05-05,8.738
PHP,2007-06-02,8.871
PHP,2007-07-02,8.653
PHP,2007-08-05,9.696
PHP,2007-09-02,10.204
PHP,2007-10-04,9.498
PHP,2007-11-04,8.687
PHP,2007-12-03,8.393
PHP,2008-01-03,9.195
PHP,2008-02-07,9.89
PHP,2008-06-01,10.206
PHP,2008-07-02,9.525
PHP,2008-08-03,9.349
PHP,2008-09-03,9.243
PHP,2008-10-06,8.612
PHP,2008-11-02,8.94
PHP,2008-12-03,9.128
PHP,2009-01-02,8.882
PHP,2009-02-01,8.779
PHP,2009-03-05,9.485
PHP,2009-04-07,9.888
PHP,2009-05-01,9.921
PHP,2009-06-04,9.675
PHP,2009-07-02,9.269
PHP,2009-08-01,9.39
PHP,2009-09-05,10.156
PHP,2009-10-02,10.355
PHP,2009-11-02,10.176
PHP,2009-12-02,9.77
PHP,2010-01-05,10.071
PHP,2010-02-07,10.001
PHP,2010-03-07,9.908
PHP,2010-04-05,9.662
PHP,2010-05-15,9.073
PHP,2010-07-06,8.566
PHP,2010-07-30,9.18
PHP,2010-09-11,8.37
PHP,2010-10-02,8.323
PHP,2010-11-03,7.813
PHP,2010-12-07,7.511
PHP,2011-01-02,7.835
PHP,2011-02-08,6.973
PHP,2011-03-08,6.566
PHP,2011-04-03,6.584
PHP,2011-05-02,6.508
PHP,2011-06-05,6.602
PHP,2011-06-27,6.602
PHP,2011-07-08,6.179
PHP,2011-08-03,6.134
PHP,2011-09-10,6.596
PHP,2011-10-09,6.818
PHP,2011-11-07,6.096
PHP,2011-12-04,6.001
PHP,2012-01-08,5.703
PHP,2012-02-05,5.641
PHP,2012-03-11,5.555
PHP,2012-04-08,5.288
PHP,2012-05-09,5.711
PHP,2012-06-10,5.287
PHP,2012-07-04,5.012
PHP,2012-08-10,5.524
PHP,2012-09-02,5.614
PHP,2012-10-05,5.669
PHP,2012-11-04,5.732
PHP,2012-12-02,5.541
PHP,2013-01-05,5.546
PHP,2013-02-08,5.074
PHP,2013-03-11,4.809
PHP,2013-04-07,5.428
PHP,2013-05-08,5.784
PHP,2013-06-09,5.987
PHP,2013-07-07,7.186
PHP,2013-07-12,7.186
PHP,2013-08-04,6.694
PHP,2013-09-11,6.43
PHP,2013-10-10,6.094
PHP,2013-11-09,5.379
PHP,2013-12-06,5.281
PHP,2014-01-01,4.608
PHP,2014-02-08,4.219
PHP,2014-03-03,3.698
PHP,2014-04-10,2.773
PHP,2014-05-07,3.386
PHP,2014-06-08,2.848
PHP,2014-07-06,2.916
PHP,2014-08-11,2.864
PHP,2014-09-01,3.121
PHP,2014-10-03,2.942
PHP,2014-11-08,3.043
PHP,2014-12-07,2.746
PHP,2015-01-06,3.784
PHP,2015-02-05,3.17
PHP,2015-03-07,3.997
PHP,2015-04-13,3.009
PHP,2015-05-13,2.72
PHP,2015-06-06,2.868
PHP,2015-07-12,2.893
PHP,2015-08-06,2.729
PHP,2015-09-05,2.53
PHP,2015-10-04,2.561
PHP,2015-11-07,3.248
PHP,2015-12-04,2.792
PHP,2016-01-02,2.706
PHP,2016-02-02,2.77
PHP,2016-03-03,2.768
PHP,2016-04-07,2.994
PHP,2016-05-06,2.992
PHP,2016-06-05,3.227
PHP,2016-07-04,3.272
PHP,2016-08-06,3.173
PHP,2016-09-08,2.847
PHP,2016-10-07,2.741
PHP,2016-11-05,3.125
PHP,2016-12-04,2.919
PHP,2017-01-07,2.564
PHP,2017-02-08,3.072
PHP,2017-03-07,3.009
PHP,2017-04-09,3.376
PHP,2017-05-06,2.693
PHP,2017-06-03,2.774
PHP,2017-07-07,3.093
PHP,2017-08-02,2.293
PHP,2017-09-06,2.21
PHP,2017-10-05,2.79
PHP,2017-11-12,1.897
PHP,2017-12-09,1.59
PHP,2018-01-03,2.532
PHP,2018-02-08,3.42
PHP,2018-03-07,4.01
PHP,2018-04-01,4.218
PHP,2018-05-06,3.321
PHP,2018-06-10,2.881
PHP,2018-07-07,2.832
PHP,2018-08-01,2.925
PHP,2018-09-03,2.775
PHP,2018-10-05,2.794
PHP,2018-11-08,2.376
PHP,2018-12-02,2.442
PHP,2019-01-04,2.68
PHP,2019-02-06,2.271
PHP,2019-03-02,2.42
PHP,2019-04-07,2.239
PHP,2019-05-04,2.489
PHP,2019-06-09,2.567
PHP,2019-07-06,2.167
PHP,2019-08-05,2.075
PHP,2019-09-09,1.863
PHP,2019-10-05,1.909
PHP,2019-11-03,1.72
SQL,2001-06-30,2.956
SQL,2001-07-30,2.766
SQL,2001-08-30,2.383
SQL,2001-09-28,2.361
SQL,2001-10-26,2.242
SQL,2001-11-28,1.84
SQL,2001-12-31,1.87
SQL,2002-01-30,1.943
SQL,2002-02-27,2.09
SQL,2002-03-29,2.062
SQL,2002-04-29,2.333
SQL,2002-05-29,2.359
SQL,2002-06-29,2.527
SQL,2002-07-31,2.66
SQL,2002-08-29,2.654
SQL,2002-09-29,2.544
SQL,2002-10-30,2.638
SQL,2002-11-29,2.38
SQL,2002-12-31,2.519
SQL,2003-01-31,2.559
SQL,2003-02-28,2.505
SQL,2003-03-31,2.562
SQL,2003-04-30,2.649
SQL,2003-05-30,3.119
SQL,2003-06-30,3.04
SQL,2003-07-31,2.994
SQL,2003-08-31,3.244
SQL,2003-09-30,3.718
SQL,2003-10-31,3.697
SQL,2003-11-30,2.926
SQL,2003-12-31,3.095
SQL,2004-01-31,3.513
SQL,2004-02-29,3.098
SQL,2004-03-31,2.968
SQL,2004-04-30,2.443
SQL,2018-02-08,2.356
SQL,2018-03-07,2.686
SQL,2018-04-01,2.65
SQL,2018-05-06,1.987
SQL,2018-06-10,2.339
SQL,2018-07-07,2.334
SQL,2018-08-01,2.316
SQL,2018-09-03,2.062
SQL,2018-10-05,2.038
SQL,2018-11-08,1.844
SQL,2018-12-02,2.184
SQL,2019-01-04,2.277
SQL,2019-02-06,1.9
SQL,2019-03-02,1.926
SQL,2019-04-07,2.272
SQL,2019-05-04,2.555
SQL,2019-06-09,2.224
SQL,2019-07-06,1.977
SQL,2019-08-05,1.625
SQL,2019-09-09,1.944
SQL,2019-10-05,1.935
SQL,2019-11-03,1.69
Swift,2014-07-06,1.054
Swift,2014-08-11,0.668
Swift,2014-09-01,0.852
Swift,2014-10-03,0.761
Swift,2014-11-08,0.834
Swift,2014-12-07,1.065
Swift,2015-01-06,0.747
Swift,2015-02-05,0.723
Swift,2015-03-07,0.816
Swift,2015-04-13,0.882
Swift,2015-05-13,1.115
Swift,2015-06-06,1.44
Swift,2015-07-12,1.234
Swift,2015-08-06,1.179
Swift,2015-09-05,1.188
Swift,2015-10-04,1.277
Swift,2015-11-07,1.236
Swift,2015-12-04,1.405
Swift,2016-01-02,1.363
Swift,2016-02-02,1.375
Swift,2016-03-03,1.587
Swift,2016-04-07,1.478
Swift,2016-05-06,1.593
Swift,2016-06-05,1.831
Swift,2016-07-04,1.96
Swift,2016-08-06,1.983
Swift,2016-09-08,1.93
Swift,2016-10-07,2.004
Swift,2016-11-05,2.039
Swift,2016-12-04,2.134
Swift,2017-01-07,1.932
Swift,2017-02-08,2.125
Swift,2017-03-07,2.268
Swift,2017-04-09,2.287
Swift,2017-05-06,2.274
Swift,2017-06-03,2.209
Swift,2017-07-07,2.253
Swift,2017-08-02,1.825
Swift,2017-09-06,1.765
Swift,2017-10-05,1.668
Swift,2017-11-12,1.389
Swift,2017-12-09,1.566
Swift,2018-01-03,2.377
Swift,2018-02-08,1.794
Swift,2018-03-07,2.143
Swift,2018-04-01,1.534
Swift,2018-05-06,0.907
Swift,2018-06-10,1.145
Swift,2018-07-07,1.412
Swift,2018-08-01,1.384
Swift,2018-09-03,1.223
Swift,2018-10-05,1.5
Swift,2018-11-08,1.455
Swift,2018-12-02,1.22
Swift,2019-01-04,1.187
Swift,2019-02-06,0.918
Swift,2019-03-02,1.158
Swift,2019-04-07,0.978
Swift,2019-05-04,1.15
Swift,2019-06-09,1.419
Swift,2019-07-06,1.121
Swift,2019-08-05,0.89
Swift,2019-09-09,1.1
Swift,2019-10-05,1.362
Swift,2019-11-03,1.653
